id,route,kind,source_file,line,snippet,expected_behavior,status,evidence,notes
INT-01535,(shared/component),change-handler,apps/frontend/src/components/dashboard/widget-content.tsx,365,return <CalendarSettings config={config as CalendarConfig} onChange={onConfigChange} />;,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:365,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01536,(shared/component),change-handler,apps/frontend/src/components/dashboard/widget-content.tsx,367,return <WeatherSettings config={config as WeatherConfig} onChange={onConfigChange} />;,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:367,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01537,(shared/component),change-handler,apps/frontend/src/components/dashboard/widget-content.tsx,369,return <MediaSettings config={config as MediaConfig} onChange={onConfigChange} />;,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:369,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01538,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-content.tsx,490,"<div className=""text-xs cursor-pointer"" onClick={onNavigate}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:490,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01539,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-content.tsx,544,onClick={(e) => e.stopPropagation()},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:544,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01540,(shared/component),button,apps/frontend/src/components/dashboard/widget-content.tsx,552,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:552,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01541,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-content.tsx,554,onClick={(e) => { e.stopPropagation(); setDetailEvent(ev); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:554,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01542,(shared/component),button,apps/frontend/src/components/dashboard/widget-content.tsx,647,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:647,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01543,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-content.tsx,648,"onClick={() => onConfigChange({ ...config, expanded: !config.expanded })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:648,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01544,(shared/component),button,apps/frontend/src/components/dashboard/widget-content.tsx,773,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:773,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01545,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-content.tsx,774,onClick={() => { setPaused(true); setCurrentIndex((prev) => (prev - 1 + total) % total); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:774,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01546,(shared/component),button,apps/frontend/src/components/dashboard/widget-content.tsx,779,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:779,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01547,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-content.tsx,780,onClick={() => { setPaused(true); setCurrentIndex((prev) => (prev + 1) % total); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:780,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01548,(shared/component),button,apps/frontend/src/components/dashboard/widget-content.tsx,795,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:795,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01549,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-content.tsx,796,onClick={() => setPaused(!paused)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-content.tsx:796,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01550,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,40,onClick={onClose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:40,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01551,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,47,onClick={(e) => e.stopPropagation()},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:47,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01552,(shared/component),button,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,51,"<button onClick={onClose} aria-label=""Schließen""",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:51,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01553,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,51,"<button onClick={onClose} aria-label=""Schließen""",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:51,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01554,(shared/component),button,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,65,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:65,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01555,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,66,onClick={() => {,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:66,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01556,(shared/component),button,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,76,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:76,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01557,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,77,"onClick={() => onReorder(move(widgets, i, i - 1))}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:77,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01558,(shared/component),button,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,84,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:84,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01559,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,85,"onClick={() => onReorder(move(widgets, i, i + 1))}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:85,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01560,(shared/component),button,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,92,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:92,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01561,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,93,onClick={() => onDelete(w.id)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:93,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01562,(shared/component),button,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,105,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:105,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01563,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,107,onClick={() => onAdd(t)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:107,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01564,(shared/component),button,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,114,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:114,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01565,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx,115,onClick={onReset},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-editor-dialog.tsx:115,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01566,(shared/component),button,apps/frontend/src/components/dashboard/widget-header.tsx,19,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-header.tsx:19,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01567,(shared/component),button,apps/frontend/src/components/dashboard/widget-header.tsx,41,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-header.tsx:41,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01568,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-header.tsx,42,onClick={() => onSettingsOpen(widget.id)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-header.tsx:42,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01569,(shared/component),button,apps/frontend/src/components/dashboard/widget-header.tsx,55,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-header.tsx:55,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01570,(shared/component),click-handler,apps/frontend/src/components/dashboard/widget-header.tsx,56,onClick={() => onDelete(widget.id)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/dashboard/widget-header.tsx:56,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01571,(shared/component),button,apps/frontend/src/components/email/ComposeDialog.tsx,118,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:118,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01572,(shared/component),click-handler,apps/frontend/src/components/email/ComposeDialog.tsx,119,onClick={onClose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:119,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01573,(shared/component),input,apps/frontend/src/components/email/ComposeDialog.tsx,130,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:130,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01574,(shared/component),change-handler,apps/frontend/src/components/email/ComposeDialog.tsx,133,onChange={(e) => setTo(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:133,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01575,(shared/component),button,apps/frontend/src/components/email/ComposeDialog.tsx,140,"<button onClick={() => setShowCc(true)} className=""text-xs text-fg-subtle hover:text-brand-500"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:140,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01576,(shared/component),click-handler,apps/frontend/src/components/email/ComposeDialog.tsx,140,"<button onClick={() => setShowCc(true)} className=""text-xs text-fg-subtle hover:text-brand-500"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:140,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01577,(shared/component),button,apps/frontend/src/components/email/ComposeDialog.tsx,145,"<button onClick={() => setShowBcc(true)} className=""text-xs text-fg-subtle hover:text-brand-500"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:145,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01578,(shared/component),click-handler,apps/frontend/src/components/email/ComposeDialog.tsx,145,"<button onClick={() => setShowBcc(true)} className=""text-xs text-fg-subtle hover:text-brand-500"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:145,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01579,(shared/component),input,apps/frontend/src/components/email/ComposeDialog.tsx,152,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:152,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01580,(shared/component),change-handler,apps/frontend/src/components/email/ComposeDialog.tsx,155,onChange={(e) => setCc(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:155,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01581,(shared/component),input,apps/frontend/src/components/email/ComposeDialog.tsx,163,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:163,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01582,(shared/component),change-handler,apps/frontend/src/components/email/ComposeDialog.tsx,166,onChange={(e) => setBcc(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:166,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01583,(shared/component),input,apps/frontend/src/components/email/ComposeDialog.tsx,173,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:173,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01584,(shared/component),change-handler,apps/frontend/src/components/email/ComposeDialog.tsx,176,onChange={(e) => setSubject(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:176,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01585,(shared/component),textarea,apps/frontend/src/components/email/ComposeDialog.tsx,182,<textarea,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:182,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01586,(shared/component),change-handler,apps/frontend/src/components/email/ComposeDialog.tsx,184,onChange={(e) => setBody(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:184,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01587,(shared/component),button,apps/frontend/src/components/email/ComposeDialog.tsx,196,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:196,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01588,(shared/component),click-handler,apps/frontend/src/components/email/ComposeDialog.tsx,197,onClick={onClose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:197,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01589,(shared/component),button,apps/frontend/src/components/email/ComposeDialog.tsx,203,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:203,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01590,(shared/component),click-handler,apps/frontend/src/components/email/ComposeDialog.tsx,204,onClick={handleSubmit},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ComposeDialog.tsx:204,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01591,(shared/component),button,apps/frontend/src/components/email/FolderSidebar.tsx,24,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/FolderSidebar.tsx:24,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01592,(shared/component),click-handler,apps/frontend/src/components/email/FolderSidebar.tsx,25,onClick={onCompose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/FolderSidebar.tsx:25,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01593,(shared/component),button,apps/frontend/src/components/email/FolderSidebar.tsx,36,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/FolderSidebar.tsx:36,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01594,(shared/component),click-handler,apps/frontend/src/components/email/FolderSidebar.tsx,38,onClick={() => onSelect(folder.key)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/FolderSidebar.tsx:38,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01595,(shared/component),button,apps/frontend/src/components/email/ReadingPane.tsx,38,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:38,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01596,(shared/component),click-handler,apps/frontend/src/components/email/ReadingPane.tsx,41,onClick={onClick},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:41,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01597,(shared/component),click-handler,apps/frontend/src/components/email/ReadingPane.tsx,80,"<IconButton title=""Zurück zur Liste"" onClick={onBack}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:80,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01598,(shared/component),click-handler,apps/frontend/src/components/email/ReadingPane.tsx,88,"<IconButton title=""Antworten"" onClick={() => latest && onCompose('reply', latest)}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:88,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01599,(shared/component),click-handler,apps/frontend/src/components/email/ReadingPane.tsx,91,"<IconButton title=""Allen antworten"" onClick={() => latest && onCompose('replyAll', latest)}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:91,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01600,(shared/component),click-handler,apps/frontend/src/components/email/ReadingPane.tsx,94,"<IconButton title=""Weiterleiten"" onClick={() => latest && onCompose('forward', latest)}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:94,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01601,(shared/component),click-handler,apps/frontend/src/components/email/ReadingPane.tsx,98,"<IconButton title=""Archivieren"" onClick={onArchive} disabled={isMutating}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:98,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01602,(shared/component),click-handler,apps/frontend/src/components/email/ReadingPane.tsx,101,"<IconButton title=""In den Papierkorb"" onClick={onTrash} disabled={isMutating} danger>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:101,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01603,(shared/component),click-handler,apps/frontend/src/components/email/ReadingPane.tsx,105,"<IconButton title=""Als gelesen markieren"" onClick={() => onMarkRead(false)} disabled={isMutating}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:105,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01604,(shared/component),click-handler,apps/frontend/src/components/email/ReadingPane.tsx,109,"<IconButton title=""Als ungelesen markieren"" onClick={() => onMarkRead(true)} disabled={isMutating}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:109,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01605,(shared/component),button,apps/frontend/src/components/email/ReadingPane.tsx,133,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:133,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01606,(shared/component),click-handler,apps/frontend/src/components/email/ReadingPane.tsx,135,"onClick={() => onDownloadAttachment(message, att)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ReadingPane.tsx:135,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01607,(shared/component),button,apps/frontend/src/components/email/ThreadList.tsx,28,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ThreadList.tsx:28,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01608,(shared/component),click-handler,apps/frontend/src/components/email/ThreadList.tsx,29,onClick={onSelect},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ThreadList.tsx:29,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01609,(shared/component),button,apps/frontend/src/components/email/ThreadList.tsx,103,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ThreadList.tsx:103,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01610,(shared/component),click-handler,apps/frontend/src/components/email/ThreadList.tsx,104,onClick={onLoadMore},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/email/ThreadList.tsx:104,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01611,(shared/component),button,apps/frontend/src/components/integrations/GoogleAccountCard.tsx,126,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/integrations/GoogleAccountCard.tsx:126,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01612,(shared/component),click-handler,apps/frontend/src/components/integrations/GoogleAccountCard.tsx,127,onClick={() => connectMutation.mutate()},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/integrations/GoogleAccountCard.tsx:127,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01613,(shared/component),button,apps/frontend/src/components/integrations/GoogleAccountCard.tsx,153,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/integrations/GoogleAccountCard.tsx:153,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01614,(shared/component),click-handler,apps/frontend/src/components/integrations/GoogleAccountCard.tsx,154,onClick={() => {,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/integrations/GoogleAccountCard.tsx:154,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01615,(shared/component),button,apps/frontend/src/components/jellyfin/AudioTrackSelector.tsx,18,"<button onClick={onClose} className=""text-white/50 hover:text-white"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/AudioTrackSelector.tsx:18,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01616,(shared/component),click-handler,apps/frontend/src/components/jellyfin/AudioTrackSelector.tsx,18,"<button onClick={onClose} className=""text-white/50 hover:text-white"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/AudioTrackSelector.tsx:18,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01617,(shared/component),button,apps/frontend/src/components/jellyfin/AudioTrackSelector.tsx,24,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/AudioTrackSelector.tsx:24,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01618,(shared/component),click-handler,apps/frontend/src/components/jellyfin/AudioTrackSelector.tsx,26,onClick={() => onSelect(track.index)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/AudioTrackSelector.tsx:26,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01619,(shared/component),button,apps/frontend/src/components/jellyfin/media/ContentRow.tsx,76,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/ContentRow.tsx:76,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01620,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/ContentRow.tsx,77,onClick={() => scroll('left')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/ContentRow.tsx:77,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01621,(shared/component),button,apps/frontend/src/components/jellyfin/media/ContentRow.tsx,110,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/ContentRow.tsx:110,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01622,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/ContentRow.tsx,111,onClick={() => scroll('right')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/ContentRow.tsx:111,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01623,(shared/component),button,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx,67,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx:67,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01624,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx,68,onClick={() => router.back()},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx:68,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01625,(shared/component),button,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx,141,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx:141,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01626,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx,142,onClick={onResume},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx:142,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01627,(shared/component),button,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx,149,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx:149,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01628,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx,150,onClick={onPlay},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx:150,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01629,(shared/component),button,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx,159,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx:159,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01630,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx,160,onClick={onToggleFavorite},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/DetailHeader.tsx:160,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01631,(shared/component),click-handler,apps/frontend/src/components/jellyfin/media/EpisodeList.tsx,51,onClick={() => onPlay?.(episode)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/components/jellyfin/media/EpisodeList.tsx:51,Source-inventoried and route rendered; control not individually mutated during safe audit
